carat,cut,color,clarity,depth,table,price,x,y,z
0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
0.34,Good,E,SI1,63.4,55.0,556,4.44,4.46,2.82
0.34,Very Good,G,VS2,59.6,62.0,556,4.54,4.56,2.71
0.34,Ideal,E,SI1,62.2,54.0,556,4.47,4.5,2.79
0.32,Good,E,VS2,64.1,54.0,556,4.34,4.37,2.79
0.31,Ideal,I,VVS1,61.6,55.0,557,4.36,4.41,2.7
0.31,Ideal,I,VVS1,61.3,56.0,557,4.36,4.38,2.68
0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
0.31,Ideal,I,VVS1,62.0,54.0,557,4.37,4.4,2.72
0.31,Ideal,I,VVS1,62.7,53.0,557,4.33,4.35,2.72
0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
0.31,Ideal,G,VS2,62.2,53.6,557,4.32,4.35,2.7
0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
0.33,Ideal,G,SI2,61.9,56.0,557,4.45,4.41,2.74
0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
0.33,Premium,J,VS1,62.8,58.0,557,4.41,4.38,2.76
0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
0.33,Ideal,J,VS1,62.1,55.0,557,4.44,4.41,2.75
0.33,Ideal,I,SI1,63.0,57.0,557,4.39,4.37,2.76
0.33,Good,I,SI1,63.6,53.0,557,4.43,4.4,2.81
0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
1.0,Fair,H,SI2,66.1,56.0,2856,6.21,5.97,4.04
0.77,Premium,F,SI1,60.8,59.0,2856,5.92,5.86,3.58
0.77,Premium,F,SI1,61.0,58.0,2856,5.94,5.9,3.61
0.7,Good,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42
0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
0.72,Ideal,E,SI1,62.3,57.0,2857,5.76,5.7,3.57
0.9,Premium,I,VS2,61.9,59.0,2857,6.2,6.14,3.82
0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
0.7,Ideal,G,VVS2,62.1,56.0,2858,5.63,5.71,3.52
0.81,Very Good,F,SI1,61.3,57.0,2858,6.02,6.05,3.7
0.81,Very Good,F,SI1,61.7,57.0,2858,6.0,6.05,3.72
0.71,Premium,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
0.71,Very Good,E,VS2,63.5,59.0,2858,5.68,5.59,3.58
0.92,Premium,J,SI1,62.9,58.0,2858,6.22,6.18,3.9
0.76,Ideal,E,SI1,62.7,54.0,2858,5.88,5.83,3.67
0.73,Ideal,D,SI1,61.5,56.0,2858,5.84,5.8,3.58
0.7,Good,E,VVS2,63.6,62.0,2858,5.61,5.58,3.56
0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
0.71,Fair,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
0.7,Ideal,D,VS2,61.0,57.0,2859,5.76,5.74,3.51
0.7,Premium,D,VS2,62.4,56.0,2859,5.72,5.66,3.55
0.77,Premium,F,VS1,60.9,60.0,2859,5.91,5.88,3.59
0.71,Ideal,G,VS1,61.5,56.0,2859,5.74,5.78,3.54
0.7,Premium,D,VS2,59.6,61.0,2859,5.8,5.77,3.45
0.71,Very Good,F,VS2,61.3,61.0,2860,5.68,5.73,3.5
0.9,Very Good,J,SI2,63.6,58.0,2860,6.07,6.1,3.87
0.6,Ideal,E,VVS2,61.9,54.9,2860,5.41,5.44,3.35
0.71,Premium,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
0.62,Ideal,G,VVS2,61.6,56.0,2861,5.45,5.48,3.37
0.62,Ideal,G,VVS2,61.6,56.0,2861,5.48,5.51,3.38
0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
0.62,Fair,F,IF,60.1,61.0,2861,5.53,5.56,3.33
0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
0.66,Premium,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56
0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7
0.8,Very Good,D,SI2,62.5,59.0,2862,5.88,5.92,3.69
0.79,Premium,F,SI1,62.3,54.0,2862,5.97,5.91,3.7
0.71,Very Good,F,VVS1,63.2,60.0,2862,5.65,5.61,3.56
0.7,Very Good,E,VS2,58.7,63.0,2862,5.73,5.69,3.35
0.79,Premium,H,VS1,60.0,60.0,2862,6.07,5.99,3.64
0.7,Premium,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
1.22,Premium,E,I1,60.9,57.0,2862,6.93,6.88,4.21
1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
0.91,Good,I,VS2,64.3,58.0,2863,6.05,6.09,3.9
0.71,Ideal,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
0.83,Premium,G,SI1,62.3,58.0,2863,6.01,5.97,3.73
0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76
0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
0.71,Premium,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
0.71,Premium,D,SI1,61.7,56.0,2863,5.8,5.68,3.54
0.71,Ideal,D,SI1,61.7,57.0,2863,5.75,5.7,3.53
0.71,Premium,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
0.71,Premium,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
0.91,Premium,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
0.71,Premium,H,VVS2,61.5,62.0,2863,5.74,5.68,3.51
0.72,Ideal,F,VS2,59.5,57.0,2863,5.91,5.86,3.5
0.72,Premium,E,SI1,60.9,60.0,2863,5.78,5.74,3.51
0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52
0.83,Very Good,I,VS2,61.6,58.0,2865,6.05,6.07,3.73
0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
0.56,Very Good,D,VVS1,61.8,55.0,2866,5.27,5.31,3.27
0.71,Ideal,E,VS1,62.2,55.0,2866,5.74,5.7,3.56
0.7,Ideal,H,VVS1,62.3,58.0,2866,5.66,5.7,3.54
0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
0.71,Very Good,H,VVS1,62.9,57.0,2867,5.67,5.69,3.57
0.7,Ideal,D,VS2,62.4,57.0,2867,5.68,5.61,3.52
0.71,Ideal,H,VVS1,60.4,57.0,2867,5.78,5.81,3.5
0.8,Premium,H,VS2,61.2,53.0,2867,6.05,5.98,3.68
0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
0.82,Ideal,F,SI2,62.3,56.0,2867,5.99,5.95,3.72
0.52,Ideal,F,VVS1,61.2,56.0,2867,5.21,5.19,3.18
0.82,Ideal,F,SI2,61.7,53.0,2867,6.12,6.0,3.74
0.82,Ideal,F,SI2,62.3,56.0,2867,6.02,5.96,3.73
0.82,Premium,F,SI2,59.7,57.0,2867,6.14,6.12,3.66
0.8,Ideal,G,SI1,61.3,57.0,2867,5.96,5.91,3.64
0.72,Ideal,I,VS1,62.4,55.0,2868,5.72,5.75,3.58
0.75,Very Good,E,SI1,63.1,56.0,2868,5.78,5.7,3.62
1.08,Premium,D,I1,61.9,60.0,2869,6.55,6.48,4.03
0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
0.73,Ideal,G,VVS2,61.3,57.0,2869,5.84,5.81,3.57
0.72,Ideal,H,VVS2,60.9,57.0,2869,5.79,5.77,3.52
0.52,Premium,F,VVS2,61.8,60.0,2870,5.16,5.13,3.18
0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
0.8,Ideal,G,SI1,62.5,57.0,2870,5.94,5.9,3.7
0.74,Ideal,H,SI1,62.1,56.0,2870,5.77,5.83,3.6
0.72,Ideal,F,SI1,61.5,56.0,2870,5.72,5.79,3.54
0.82,Ideal,H,VS2,59.5,57.0,2870,6.12,6.09,3.63
0.73,Premium,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98
0.73,Very Good,E,SI1,61.3,58.0,2871,5.76,5.83,3.55
0.73,Good,E,SI1,63.6,57.0,2871,5.7,5.72,3.63
0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
0.75,Ideal,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
0.79,Ideal,G,SI1,62.6,55.0,2871,5.91,5.95,3.71
0.7,Good,D,SI1,62.5,56.7,2872,5.59,5.62,3.51
0.75,Very Good,D,SI1,60.7,55.0,2872,5.87,5.92,3.58
1.02,Ideal,I,I1,61.7,56.0,2872,6.44,6.49,3.99
0.7,Very Good,G,SI2,59.0,62.0,2872,5.79,5.81,3.42
0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
0.7,Good,E,SI1,61.4,64.0,2872,5.66,5.71,3.49
0.7,Ideal,D,SI1,61.4,54.0,2872,5.71,5.75,3.52
0.7,Ideal,D,SI1,60.7,56.0,2872,5.72,5.75,3.48
0.7,Very Good,D,SI1,60.2,60.0,2872,5.75,5.82,3.48
0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
0.74,Ideal,E,SI1,62.3,58.0,2872,5.74,5.78,3.59
0.84,Good,G,SI1,65.1,55.0,2872,5.88,5.97,3.86
0.77,Very Good,E,SI1,63.2,58.0,2873,5.8,5.84,3.68
0.76,Ideal,E,SI2,62.8,56.0,2873,5.78,5.82,3.64
1.0,Ideal,I,SI2,61.7,56.0,2873,6.45,6.41,3.97
1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
0.9,Fair,I,SI1,65.7,58.0,2873,6.03,6.0,3.95
0.9,Premium,J,SI1,61.8,58.0,2873,6.16,6.13,3.8
0.9,Good,J,SI1,64.0,61.0,2873,6.0,5.96,3.83
0.9,Fair,I,SI1,65.3,61.0,2873,5.98,5.94,3.89
0.9,Fair,I,SI1,65.8,56.0,2873,6.01,5.96,3.94
0.9,Premium,J,SI1,60.9,61.0,2873,6.26,6.22,3.8
0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
0.7,Premium,F,VS1,60.8,62.0,2874,5.71,5.67,3.46
0.7,Premium,G,VVS2,61.8,58.0,2874,5.67,5.63,3.49
0.7,Ideal,F,VS1,61.0,55.0,2874,5.77,5.73,3.51
0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
1.0,Fair,H,SI2,67.7,60.0,2875,6.11,5.98,4.09
0.77,Ideal,H,SI1,62.4,56.0,2875,5.84,5.9,3.66
1.0,Fair,J,VS1,65.5,55.0,2875,6.3,6.25,4.11
1.0,Fair,I,SI1,66.3,61.0,2875,6.08,6.03,4.01
1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26
0.73,Premium,E,VS1,62.6,60.0,2876,5.68,5.75,3.58
0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
0.71,Ideal,E,VS1,62.4,56.0,2877,5.75,5.7,3.57
0.74,Ideal,G,VS2,62.3,55.0,2877,5.8,5.83,3.62
0.7,Good,H,VVS1,62.7,56.0,2877,5.6,5.66,3.53
0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
0.79,Very Good,F,SI1,62.8,59.0,2878,5.86,5.89,3.69
0.79,Very Good,F,SI1,62.7,60.0,2878,5.82,5.89,3.67
0.79,Very Good,D,SI2,59.7,58.0,2878,6.0,6.07,3.6
0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
0.79,Ideal,F,SI1,62.8,56.0,2878,5.88,5.9,3.7
0.73,Very Good,F,SI1,61.4,56.0,2879,5.81,5.86,3.58
0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
0.71,Premium,F,VS1,62.7,58.0,2879,5.71,5.67,3.57
0.84,Ideal,G,SI2,61.0,56.0,2879,6.13,6.1,3.73
0.84,Ideal,G,SI2,62.3,55.0,2879,6.08,6.03,3.77
1.02,Ideal,J,SI2,60.3,54.0,2879,6.53,6.5,3.93
0.72,Fair,F,VS1,56.9,69.0,2879,5.93,5.77,3.33
0.72,Ideal,F,VS1,62.0,56.0,2879,5.76,5.73,3.56
0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
0.74,Very Good,D,SI1,63.9,57.0,2880,5.72,5.74,3.66
0.7,Ideal,H,VVS1,62.0,55.0,2881,5.74,5.71,3.55
0.71,Very Good,E,VS2,60.0,59.0,2881,5.84,5.83,3.5
1.05,Premium,H,I1,62.0,59.0,2881,6.5,6.47,4.02
0.7,Very Good,H,IF,62.8,56.0,2882,5.62,5.65,3.54
0.54,Ideal,F,VVS1,61.8,56.0,2882,5.23,5.26,3.24
0.73,Premium,F,VS2,59.9,58.0,2882,5.87,5.84,3.51
0.73,Premium,F,VS2,58.7,57.0,2882,5.97,5.92,3.49
0.72,Ideal,D,SI1,61.8,56.0,2883,5.75,5.81,3.57
0.9,Good,H,SI2,62.7,64.0,2883,6.09,6.0,3.79
1.03,Fair,I,SI2,65.3,55.0,2884,6.32,6.27,4.11
0.84,Very Good,F,SI1,63.8,57.0,2885,5.95,6.0,3.81
1.01,Premium,I,SI1,62.7,60.0,2885,6.36,6.27,3.96
0.77,Ideal,D,SI2,61.5,55.0,2885,5.9,5.93,3.64
0.8,Fair,E,SI1,56.3,63.0,2885,6.22,6.14,3.48
0.9,Fair,D,SI2,66.9,57.0,2885,6.02,5.9,3.99
0.73,Ideal,E,SI1,61.4,56.0,2886,5.79,5.81,3.56
0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
0.7,Premium,E,VS1,62.6,59.0,2887,5.66,5.69,3.55
0.72,Very Good,G,VVS2,62.5,58.0,2889,5.68,5.72,3.56
0.7,Very Good,E,VS2,63.5,54.0,2889,5.62,5.66,3.58
0.7,Very Good,F,VS1,62.2,58.0,2889,5.64,5.75,3.54
0.9,Good,H,SI2,63.5,58.0,2889,6.09,6.14,3.88
0.71,Very Good,F,VS1,62.8,56.0,2889,5.69,5.72,3.58
0.5,Ideal,E,VVS2,62.2,54.0,2889,5.08,5.12,3.17
0.5,Ideal,E,VVS2,62.2,54.0,2889,5.09,5.11,3.17
0.74,Ideal,F,SI1,61.2,56.0,2889,5.83,5.87,3.58
0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66
0.77,Premium,E,SI1,59.8,61.0,2889,5.99,5.95,3.57
0.8,Ideal,F,SI1,61.5,54.0,2890,6.07,6.0,3.71
0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66
0.8,Good,F,SI1,63.8,59.0,2890,5.87,5.83,3.73
0.66,Ideal,G,VVS1,61.5,56.0,2890,5.61,5.58,3.44
0.71,Very Good,E,VS2,61.2,58.0,2891,5.71,5.79,3.52
0.71,Ideal,F,VS2,61.2,56.0,2891,5.73,5.77,3.52
0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54
0.71,Ideal,E,VS2,62.7,56.0,2891,5.71,5.75,3.59
0.72,Ideal,D,SI1,61.1,56.0,2891,5.78,5.81,3.54
0.71,Good,D,VS2,62.3,61.0,2891,5.7,5.73,3.56
0.86,Ideal,H,SI2,61.8,55.0,2892,6.12,6.14,3.79
1.19,Fair,H,I1,65.1,59.0,2892,6.62,6.55,4.29
0.71,Very Good,F,VS1,62.6,55.0,2893,5.66,5.71,3.56
0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
0.75,Ideal,F,VS2,62.5,57.0,2893,5.78,5.83,3.63
0.7,Very Good,H,VVS1,59.2,60.0,2893,5.87,5.78,3.45
0.8,Ideal,G,SI2,62.5,55.0,2893,5.89,5.92,3.69
0.82,Good,G,SI2,59.9,62.0,2893,6.02,6.04,3.61
0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78
0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
0.81,Very Good,E,SI2,62.4,57.0,2894,5.91,5.99,3.71
0.81,Ideal,G,SI2,62.2,57.0,2894,5.96,6.0,3.72
0.76,Ideal,F,SI1,61.4,56.0,2894,5.88,5.92,3.62
0.71,Very Good,G,VS2,60.9,56.0,2895,5.75,5.78,3.51
0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53
0.74,Very Good,G,VS1,59.8,58.0,2896,5.85,5.89,3.51
0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59
0.77,Very Good,G,VS2,58.3,63.0,2896,6.0,6.05,3.51
0.79,Ideal,D,SI1,61.5,56.0,2896,5.91,5.96,3.65
0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
0.77,Ideal,D,SI2,62.1,56.0,2896,5.83,5.89,3.64
0.77,Premium,E,SI1,60.9,58.0,2896,5.94,5.88,3.6
1.01,Very Good,I,I1,63.1,57.0,2896,6.39,6.35,4.02
0.6,Very Good,D,VVS2,60.6,57.0,2897,5.48,5.51,3.33
0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59
0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
0.72,Ideal,E,SI1,62.5,55.0,2897,5.69,5.74,3.57
0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
0.74,Premium,D,VS2,61.8,58.0,2897,5.81,5.77,3.58
1.12,Premium,J,SI2,60.6,59.0,2898,6.68,6.61,4.03
0.75,Ideal,D,SI1,62.3,55.0,2898,5.83,5.8,3.62
0.77,Ideal,D,SI1,62.6,57.0,2898,5.92,5.81,3.67
0.98,Good,H,SI2,57.9,56.0,2898,6.51,6.47,3.76
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.7,Good,G,VVS1,59.9,61.0,2899,5.75,5.81,3.46
0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71
0.81,Ideal,E,SI2,63.0,56.0,2901,5.95,5.9,3.73
0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71
0.74,Ideal,E,VS2,61.9,57.0,2901,5.81,5.78,3.59
0.73,Premium,E,VS2,62.0,60.0,2902,5.76,5.73,3.56
0.73,Ideal,E,VS2,61.4,55.0,2902,5.82,5.8,3.57
0.75,Ideal,G,SI1,61.6,55.0,2902,5.82,5.86,3.6
0.71,Fair,E,VS2,64.6,59.0,2902,5.62,5.59,3.62
0.71,Premium,E,VS2,59.6,60.0,2902,5.85,5.8,3.47
0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
0.75,Ideal,D,SI1,62.3,57.0,2903,5.83,5.8,3.62
0.72,Ideal,D,SI1,61.9,55.0,2903,5.78,5.75,3.57
0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
0.79,Very Good,F,SI1,63.0,54.0,2904,5.91,5.94,3.73
0.79,Very Good,D,SI2,62.8,57.0,2904,5.85,5.9,3.69
0.7,Very Good,E,VS1,58.4,59.0,2904,5.83,5.91,3.43
0.62,Ideal,E,VVS2,62.0,56.0,2904,5.48,5.52,3.41
0.7,Very Good,G,VVS2,59.3,62.0,2905,5.78,5.82,3.44
0.7,Very Good,G,VVS2,63.4,59.0,2905,5.62,5.64,3.57
0.7,Very Good,G,VVS2,63.3,59.0,2905,5.59,5.62,3.55
0.71,Very Good,G,VS2,62.1,58.0,2905,5.65,5.71,3.53
0.86,Very Good,I,VS1,61.2,58.0,2905,6.1,6.16,3.75
0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24
0.95,Good,I,SI2,63.8,57.0,2905,6.23,6.13,3.94
0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
0.74,Very Good,D,VS2,62.4,57.0,2906,5.74,5.8,3.6
0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
0.61,Ideal,E,VVS2,62.4,53.9,2907,5.42,5.43,3.38
0.61,Ideal,E,VVS2,62.4,53.6,2907,5.42,5.45,3.39
0.61,Ideal,E,VVS2,62.1,54.2,2907,5.43,5.45,3.38
0.72,Ideal,H,VVS1,62.8,57.0,2907,5.68,5.72,3.58
0.7,Ideal,F,VS2,62.3,53.0,2907,5.69,5.73,3.56
0.71,Ideal,F,VS1,61.9,56.0,2907,5.7,5.74,3.54
0.79,Ideal,G,SI1,60.3,60.0,2907,5.98,6.02,3.62
0.72,Ideal,E,SI1,62.6,56.0,2907,5.7,5.73,3.58
0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79
0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
0.32,Ideal,D,SI1,61.3,55.0,558,4.41,4.46,2.72
0.25,Premium,F,VS1,61.2,59.0,558,4.05,4.02,2.47
0.25,Premium,E,VS1,60.7,59.0,558,4.13,4.11,2.5
0.25,Premium,E,VS1,61.5,60.0,558,4.04,4.02,2.48
0.31,Premium,I,VS2,60.8,58.0,558,4.37,4.34,2.65
0.31,Premium,I,VS2,59.8,60.0,558,4.42,4.38,2.63
0.31,Very Good,I,VS2,63.2,55.0,558,4.4,4.3,2.75
0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61
0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
0.31,Ideal,E,SI2,61.7,56.0,558,4.4,4.35,2.7
0.31,Ideal,E,SI2,61.3,55.0,558,4.37,4.34,2.67
0.31,Premium,I,VS2,60.8,60.0,558,4.42,4.37,2.67
0.31,Ideal,I,VS2,59.9,57.0,558,4.4,4.38,2.63
0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
0.31,Premium,I,VS2,61.1,58.0,558,4.38,4.36,2.67
0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63
0.31,Very Good,I,VS2,63.1,54.0,558,4.34,4.31,2.73
0.31,Premium,I,VS2,62.3,60.0,558,4.32,4.31,2.69
0.31,Premium,H,SI1,61.7,59.0,558,4.39,4.36,2.7
0.31,Good,H,SI1,63.6,57.0,558,4.31,4.28,2.73
0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7
0.31,Premium,H,SI1,62.8,58.0,558,4.32,4.28,2.7
0.31,Ideal,H,SI1,62.9,56.0,558,4.31,4.27,2.7
0.31,Premium,E,SI2,60.9,60.0,558,4.38,4.35,2.66
0.82,Very Good,H,SI1,63.6,56.0,2908,5.9,5.95,3.77
0.73,Ideal,I,VS1,61.5,55.0,2908,5.8,5.84,3.58
0.71,Ideal,H,VS1,61.2,56.0,2909,5.76,5.81,3.54
0.71,Ideal,H,VS1,61.9,56.0,2909,5.7,5.74,3.54
0.9,Ideal,I,SI2,61.9,57.0,2909,6.19,6.13,3.81
0.71,Very Good,D,VS1,62.9,57.0,2910,5.6,5.66,3.54
1.05,Premium,I,SI2,58.3,57.0,2911,6.72,6.67,3.9
0.59,Ideal,E,VVS2,61.1,57.0,2911,5.39,5.41,3.3
0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5
0.77,Good,F,VS2,60.3,61.0,2911,5.89,5.96,3.57
